game_id,away_team_id,home_team_id,away_team,home_team,date,location,stadium,start,end,leaguegame,duration,attend,temp,wind,weather,posteam,down,togo,spot,context,play_id,tokens,desc,newcontext,play_type,clock,first_down_with,score,away_score_post,home_score_post,turnover,oob,drive_number,drive_vh,drive_team,drive_start,drive_end,drive_plays,drive_yards,drive_top,drive_start_how,drive_start_qtr,drive_start_time,drive_start_spot,drive_end_how,drive_end_qtr,drive_end_time,drive_end_spot,drive_rz
2021_03_CC_LK,CC,LK,Cologne Centurions,Leipzig Kings,7/5/2021,Leipzig,Alfred-K.-Sportpark,15:00,NA,Y,-,0,NA,NA,NA,LK,1,10,CC34,"H,1,10,V34","6,4,30","PASS:12,C,8,V29 PEN:V,HO,A,TM,V29,1","J. Awini pass complete to A. Jalloh for 5 yards to the CC29, PENALTY CC holding 0 yards to the CC29, 1ST DOWN LK.","H,1,10,V29",pass,NA,penalty,0,7,7,NA,0,6,H,LK,"FUMB,1,09:03,46","FUMB,1,07:29,86",5,40,1:34,FUMB,1,09:03,LK46,FUMB,1,07:29,CC14,1
2021_03_CC_LK,CC,LK,Cologne Centurions,Leipzig Kings,7/5/2021,Leipzig,Alfred-K.-Sportpark,15:00,NA,Y,-,0,NA,NA,NA,LK,1,10,CC29,"H,1,10,V29","6,5,31","D:1,10",1st and 10.,"H,1,10,V29",NA,NA,NA,0,7,7,NA,0,6,H,LK,"FUMB,1,09:03,46","FUMB,1,07:29,86",5,40,1:34,FUMB,1,09:03,LK46,FUMB,1,07:29,CC14,1
2021_03_CC_LK,CC,LK,Cologne Centurions,Leipzig Kings,7/5/2021,Leipzig,Alfred-K.-Sportpark,15:00,NA,Y,-,0,NA,NA,NA,LK,1,10,CC29,"H,1,10,V29","6,6,32","PASS:12,C,1,V14 PEN:V,HO,D","J. Awini pass complete to J. Templar for 15 yards to the CC14, 1ST DOWN LK, PENALTY CC holding declined.","H,1,10,V14",pass,NA,pass,0,7,7,NA,0,6,H,LK,"FUMB,1,09:03,46","FUMB,1,07:29,86",5,40,1:34,FUMB,1,09:03,LK46,FUMB,1,07:29,CC14,1
2021_03_CC_LK,CC,LK,Cologne Centurions,Leipzig Kings,7/5/2021,Leipzig,Alfred-K.-Sportpark,15:00,NA,Y,-,0,NA,NA,NA,LK,1,10,CC14,"H,1,10,V14","6,7,33","PASS:12,S,TM,V14 SACK:52 FUMB:V,V14,3","J. Awini sacked for no gain to the CC14 (A. Boes), fumble by TEAM recovered by CC F. Durojaiye at CC14.","V,1,10,V14",pass,NA,NA,0,7,7,F,0,6,H,LK,"FUMB,1,09:03,46","FUMB,1,07:29,86",5,40,1:34,FUMB,1,09:03,LK46,FUMB,1,07:29,CC14,1
2021_03_CC_LK,CC,LK,Cologne Centurions,Leipzig Kings,7/5/2021,Leipzig,Alfred-K.-Sportpark,15:00,NA,Y,-,0,NA,NA,NA,CC,1,10,CC14,"V,1,10,V14","7,1,34",{DRIVE}:07:29,COLOGNE CENTURIONS drive start at 07:29.,"V,1,10,V14",NA,07:29,NA,0,7,7,NA,0,7,V,CC,"FUMB,1,07:29,14","TD,1,07:14,100",12,86,0:15,FUMB,1,07:29,CC14,TD,1,07:14,LK00,1
2021_03_CC_LK,CC,LK,Cologne Centurions,Leipzig Kings,7/5/2021,Leipzig,Alfred-K.-Sportpark,15:00,NA,Y,-,0,NA,NA,NA,CC,1,10,CC14,"V,1,10,V14","7,2,35","PASS:12,C,11,V26 TACK:21","J. Weinreich pass complete to N. Aarass for 12 yards to the CC26, 1ST DOWN CC (D. Docal).","V,1,10,V26",pass,NA,pass,0,7,7,NA,0,7,V,CC,"FUMB,1,07:29,14","TD,1,07:14,100",12,86,0:15,FUMB,1,07:29,CC14,TD,1,07:14,LK00,1
2021_03_CC_LK,CC,LK,Cologne Centurions,Leipzig Kings,7/5/2021,Leipzig,Alfred-K.-Sportpark,15:00,NA,Y,-,0,NA,NA,NA,CC,1,10,CC26,"V,1,10,V26","7,3,36","RUSH:28,V29, TACK:99",M. London rush for 3 yards to the CC29 (V. Buffet).,"V,2,7,V29",rush,NA,NA,0,7,7,NA,0,7,V,CC,"FUMB,1,07:29,14","TD,1,07:14,100",12,86,0:15,FUMB,1,07:29,CC14,TD,1,07:14,LK00,1
2021_03_CC_LK,CC,LK,Cologne Centurions,Leipzig Kings,7/5/2021,Leipzig,Alfred-K.-Sportpark,15:00,NA,Y,-,0,NA,NA,NA,CC,2,7,CC29,"V,2,7,V29","7,4,37","RUSH:28,V38, TACK:8,21","M. London rush for 9 yards to the CC38, 1ST DOWN CC (A. Jalloh;D. Docal).","V,1,10,V38",rush,NA,rush,0,7,7,NA,0,7,V,CC,"FUMB,1,07:29,14","TD,1,07:14,100",12,86,0:15,FUMB,1,07:29,CC14,TD,1,07:14,LK00,1
2021_03_CC_LK,CC,LK,Cologne Centurions,Leipzig Kings,7/5/2021,Leipzig,Alfred-K.-Sportpark,15:00,NA,Y,-,0,NA,NA,NA,CC,1,10,CC38,"V,1,10,V38","7,5,38","PASS:12,I,14,*",J. Weinreich pass incomplete to R. Akhlaghi.,"V,2,10,V38",pass,NA,NA,0,7,7,NA,0,7,V,CC,"FUMB,1,07:29,14","TD,1,07:14,100",12,86,0:15,FUMB,1,07:29,CC14,TD,1,07:14,LK00,1
2021_03_CC_LK,CC,LK,Cologne Centurions,Leipzig Kings,7/5/2021,Leipzig,Alfred-K.-Sportpark,15:00,NA,Y,-,0,NA,NA,NA,CC,2,10,CC38,"V,2,10,V38","7,6,39","RUSH:28,V45, TACK:45,50",M. London rush for 7 yards to the CC45 (K. Kitchens;50).,"V,3,3,V45",rush,NA,NA,0,7,7,NA,0,7,V,CC,"FUMB,1,07:29,14","TD,1,07:14,100",12,86,0:15,FUMB,1,07:29,CC14,TD,1,07:14,LK00,1
2021_03_CC_LK,CC,LK,Cologne Centurions,Leipzig Kings,7/5/2021,Leipzig,Alfred-K.-Sportpark,15:00,NA,Y,-,0,NA,NA,NA,CC,3,3,CC45,"V,3,3,V45","7,7,40","PASS:12,C,1,H43 TACK:50","J. Weinreich pass complete to Q. Pounds for 12 yards to the LK43, 1ST DOWN CC (50).","V,1,10,H43",pass,NA,pass,0,7,7,NA,0,7,V,CC,"FUMB,1,07:29,14","TD,1,07:14,100",12,86,0:15,FUMB,1,07:29,CC14,TD,1,07:14,LK00,1
2021_03_CC_LK,CC,LK,Cologne Centurions,Leipzig Kings,7/5/2021,Leipzig,Alfred-K.-Sportpark,15:00,NA,Y,-,0,NA,NA,NA,CC,1,10,LK43,"V,1,10,H43","7,8,41","RUSH:28,H39, TACK:45",M. London rush for 4 yards to the LK39 (K. Kitchens).,"V,2,6,H39",rush,NA,NA,0,7,7,NA,0,7,V,CC,"FUMB,1,07:29,14","TD,1,07:14,100",12,86,0:15,FUMB,1,07:29,CC14,TD,1,07:14,LK00,1
2021_03_CC_LK,CC,LK,Cologne Centurions,Leipzig Kings,7/5/2021,Leipzig,Alfred-K.-Sportpark,15:00,NA,Y,-,0,NA,NA,NA,CC,2,6,LK39,"V,2,6,H39","7,9,42","RUSH:28,H29, TACK:50","M. London rush for 10 yards to the LK29, 1ST DOWN CC (50).","V,1,10,H29",rush,NA,rush,0,7,7,NA,0,7,V,CC,"FUMB,1,07:29,14","TD,1,07:14,100",12,86,0:15,FUMB,1,07:29,CC14,TD,1,07:14,LK00,1
2021_03_CC_LK,CC,LK,Cologne Centurions,Leipzig Kings,7/5/2021,Leipzig,Alfred-K.-Sportpark,15:00,NA,Y,-,0,NA,NA,NA,CC,1,10,LK29,"V,1,10,H29","7,10,43","PASS:12,I,87,* BRUP:41",J. Weinreich pass incomplete to F. Eichhorn (41).,"V,2,10,H29",pass,NA,NA,0,7,7,NA,0,7,V,CC,"FUMB,1,07:29,14","TD,1,07:14,100",12,86,0:15,FUMB,1,07:29,CC14,TD,1,07:14,LK00,1
2021_03_CC_LK,CC,LK,Cologne Centurions,Leipzig Kings,7/5/2021,Leipzig,Alfred-K.-Sportpark,15:00,NA,Y,-,0,NA,NA,NA,CC,2,10,LK29,"V,2,10,H29","7,11,44","PASS:12,C,1,H12 TACK:21,50","J. Weinreich pass complete to Q. Pounds for 17 yards to the LK12, 1ST DOWN CC (D. Docal;50).","V,1,10,H12",pass,NA,pass,0,7,7,NA,0,7,V,CC,"FUMB,1,07:29,14","TD,1,07:14,100",12,86,0:15,FUMB,1,07:29,CC14,TD,1,07:14,LK00,1
2021_03_CC_LK,CC,LK,Cologne Centurions,Leipzig Kings,7/5/2021,Leipzig,Alfred-K.-Sportpark,15:00,NA,Y,-,0,NA,NA,NA,CC,1,10,LK12,"V,1,10,H12","7,12,45",TOUT:H T:01:45,"Timeout Leipzig Kings, clock 01:45.","V,1,10,H12",NA,01:45,NA,0,7,7,NA,0,7,V,CC,"FUMB,1,07:29,14","TD,1,07:14,100",12,86,0:15,FUMB,1,07:29,CC14,TD,1,07:14,LK00,1
2021_03_CC_LK,CC,LK,Cologne Centurions,Leipzig Kings,7/5/2021,Leipzig,Alfred-K.-Sportpark,15:00,NA,Y,-,0,NA,NA,NA,CC,1,10,LK12,"V,1,10,H12","7,13,46","RUSH:28,H03, TACK:8",M. London rush for 9 yards to the LK3 (A. Jalloh).,"V,2,1,H03",rush,NA,NA,0,7,7,NA,0,7,V,CC,"FUMB,1,07:29,14","TD,1,07:14,100",12,86,0:15,FUMB,1,07:29,CC14,TD,1,07:14,LK00,1
2021_03_CC_LK,CC,LK,Cologne Centurions,Leipzig Kings,7/5/2021,Leipzig,Alfred-K.-Sportpark,15:00,NA,Y,-,0,NA,NA,NA,CC,2,1,LK03,"V,2,1,H03","7,14,47","RUSH:28,H00, T:07:14 PAT:K,2,G","M. London rush for 3 yards to the LK0, 1ST DOWN CC, TOUCHDOWN, clock 07:14, D. Schuhmacher kick attempt good.","V,1,0,V35",pat,07:14,rush,1,14,7,NA,0,7,V,CC,"FUMB,1,07:29,14","TD,1,07:14,100",12,86,0:15,FUMB,1,07:29,CC14,TD,1,07:14,LK00,1
2021_03_CC_LK,CC,LK,Cologne Centurions,Leipzig Kings,7/5/2021,Leipzig,Alfred-K.-Sportpark,15:00,NA,Y,-,0,NA,NA,NA,CC,1,0,CC35,"V,1,0,V35","7,15,48","KO:2,H18 RET:8,V12","D. Schuhmacher kickoff 47 yards to the LK18, A. Jalloh return 70 yards to the CC12.","H,1,10,V12",kick_off,NA,NA,0,14,7,NA,0,7,V,CC,"FUMB,1,07:29,14","TD,1,07:14,100",12,86,0:15,FUMB,1,07:29,CC14,TD,1,07:14,LK00,1
2021_03_CC_LK,CC,LK,Cologne Centurions,Leipzig Kings,7/5/2021,Leipzig,Alfred-K.-Sportpark,15:00,NA,Y,-,0,NA,NA,NA,LK,1,10,CC12,"H,1,10,V12","8,1,49",{DRIVE}:01:30,LEIPZIG KINGS drive start at 01:30.,"H,1,10,V12",NA,01:30,NA,0,14,7,NA,0,8,H,LK,"KO,1,01:30,88","INT,1,01:06,88",2,0,0:24,KO,1,01:30,CC12,INT,1,01:06,CC12,1
2021_03_CC_LK,CC,LK,Cologne Centurions,Leipzig Kings,7/5/2021,Leipzig,Alfred-K.-Sportpark,15:00,NA,Y,-,0,NA,NA,NA,LK,1,10,CC12,"H,1,10,V12","8,2,50","PASS:12,I,11,*",J. Awini pass incomplete to A. Dable-Wolf.,"H,2,10,V12",pass,NA,NA,0,14,7,NA,0,8,H,LK,"KO,1,01:30,88","INT,1,01:06,88",2,0,0:24,KO,1,01:30,CC12,INT,1,01:06,CC12,1
