game_id,away_team_id,home_team_id,away_team,home_team,date,location,stadium,start,end,leaguegame,duration,attend,temp,wind,weather,ref,ump,line,lj,bj,fj,sj,posteam,down,togo,spot,context,play_id,tokens,desc,newcontext,play_type,first_down_with,oob,score,away_score_post,home_score_post,clock,turnover,drive_number,drive_vh,drive_team,drive_start,drive_end,drive_plays,drive_yards,drive_top,drive_start_how,drive_start_qtr,drive_start_time,drive_start_spot,drive_end_how,drive_end_qtr,drive_end_time,drive_end_spot,drive_rz
2022_03_SS_VV,SS,VV,Stuttgart Surge,Vienna Vikings,6/19/2022,Vienna,Generali-Arena,15:00,17.54,Y,2h39,2400,29 C,NW 27kmh,sunny,K. Walentynowic,B. Jovanovic,E. Walentynowic,T. Frehar,D. Jurzyk,A. Mazrekaj,H. Romanczyk,VV,1,0,VV30,"H,1,0,H30","0,16,16","KO:23,V02 RET:23,V28 TACK:32","B. Straight kickoff 68 yards to the SS2, C. Voumbo return 26 yards to the SS28 (L. Horvath).","V,1,10,V28",kick_off,NA,0,0,0,3,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022_03_SS_VV,SS,VV,Stuttgart Surge,Vienna Vikings,6/19/2022,Vienna,Generali-Arena,15:00,17.54,Y,2h39,2400,29 C,NW 27kmh,sunny,K. Walentynowic,B. Jovanovic,E. Walentynowic,T. Frehar,D. Jurzyk,A. Mazrekaj,H. Romanczyk,SS,1,10,SS28,"V,1,10,V28","1,1,17","RUSH:41,V32, TACK:23",B. Yankson rush for 4 yards to the SS32 (B. Straight).,"V,2,6,V32",rush,NA,0,0,0,3,NA,NA,1,V,SS,"KO,1,11:08,28","PUNT,1,09:41,32",3,4,1:27,KO,1,11:08,SS28,PUNT,1,09:41,SS32,NA
2022_03_SS_VV,SS,VV,Stuttgart Surge,Vienna Vikings,6/19/2022,Vienna,Generali-Arena,15:00,17.54,Y,2h39,2400,29 C,NW 27kmh,sunny,K. Walentynowic,B. Jovanovic,E. Walentynowic,T. Frehar,D. Jurzyk,A. Mazrekaj,H. Romanczyk,SS,2,6,SS32,"V,2,6,V32","1,2,18","PASS:8,D,5,*","R. Schroeder pass incomplete to D. Meza, dropped pass.","V,3,6,V32",pass,NA,0,0,0,3,NA,NA,1,V,SS,"KO,1,11:08,28","PUNT,1,09:41,32",3,4,1:27,KO,1,11:08,SS28,PUNT,1,09:41,SS32,NA
2022_03_SS_VV,SS,VV,Stuttgart Surge,Vienna Vikings,6/19/2022,Vienna,Generali-Arena,15:00,17.54,Y,2h39,2400,29 C,NW 27kmh,sunny,K. Walentynowic,B. Jovanovic,E. Walentynowic,T. Frehar,D. Jurzyk,A. Mazrekaj,H. Romanczyk,SS,3,6,SS32,"V,3,6,V32","1,3,19","RUSH:41,V32, TACK:40,52",B. Yankson rush for no gain to the SS32 (T. Schnurrer;O. Kranich).,"V,4,6,V32",rush,NA,0,0,0,3,NA,NA,1,V,SS,"KO,1,11:08,28","PUNT,1,09:41,32",3,4,1:27,KO,1,11:08,SS28,PUNT,1,09:41,SS32,NA
2022_03_SS_VV,SS,VV,Stuttgart Surge,Vienna Vikings,6/19/2022,Vienna,Generali-Arena,15:00,17.54,Y,2h39,2400,29 C,NW 27kmh,sunny,K. Walentynowic,B. Jovanovic,E. Walentynowic,T. Frehar,D. Jurzyk,A. Mazrekaj,H. Romanczyk,SS,4,6,SS32,"V,4,6,V32","1,4,20","PUNT:9,H35 DN:","J. Loria punt 33 yards to the VV35, downed.","H,1,10,H35",punt,NA,0,0,0,3,NA,NA,1,V,SS,"KO,1,11:08,28","PUNT,1,09:41,32",3,4,1:27,KO,1,11:08,SS28,PUNT,1,09:41,SS32,NA
2022_03_SS_VV,SS,VV,Stuttgart Surge,Vienna Vikings,6/19/2022,Vienna,Generali-Arena,15:00,17.54,Y,2h39,2400,29 C,NW 27kmh,sunny,K. Walentynowic,B. Jovanovic,E. Walentynowic,T. Frehar,D. Jurzyk,A. Mazrekaj,H. Romanczyk,VV,1,10,VV35,"H,1,10,H35","2,1,21",{DRIVE}:09:41,VIENNA VIKINGS drive start at 09:41.,"H,1,10,H35",NA,NA,0,0,0,3,09:41,NA,2,H,VV,"PUNT,1,09:41,35","INT,1,09:33,35",1,0,0:08,PUNT,1,09:41,VV35,INT,1,09:33,VV35,NA
2022_03_SS_VV,SS,VV,Stuttgart Surge,Vienna Vikings,6/19/2022,Vienna,Generali-Arena,15:00,17.54,Y,2h39,2400,29 C,NW 27kmh,sunny,K. Walentynowic,B. Jovanovic,E. Walentynowic,T. Frehar,D. Jurzyk,A. Mazrekaj,H. Romanczyk,VV,1,10,VV35,"H,1,10,H35","2,2,22","PASS:9,X,43,H43 RET:43,H42 TACK:17","J. Erdmann pass intercepted by P. Ogbevoen at the VV43, P. Ogbevoen return 1 yards to the VV42 (K. Linnainmaa).","V,1,10,H42",pass,NA,0,0,0,3,NA,I,2,H,VV,"PUNT,1,09:41,35","INT,1,09:33,35",1,0,0:08,PUNT,1,09:41,VV35,INT,1,09:33,VV35,NA
2022_03_SS_VV,SS,VV,Stuttgart Surge,Vienna Vikings,6/19/2022,Vienna,Generali-Arena,15:00,17.54,Y,2h39,2400,29 C,NW 27kmh,sunny,K. Walentynowic,B. Jovanovic,E. Walentynowic,T. Frehar,D. Jurzyk,A. Mazrekaj,H. Romanczyk,SS,1,10,VV42,"V,1,10,H42","3,1,23",{DRIVE}:09:33,STUTTGART SURGE drive start at 09:33.,"V,1,10,H42",NA,NA,0,0,0,3,09:33,NA,3,V,SS,"INT,1,09:33,58","INT,1,09:19,58",1,0,0:14,INT,1,09:33,VV42,INT,1,09:19,VV42,NA
2022_03_SS_VV,SS,VV,Stuttgart Surge,Vienna Vikings,6/19/2022,Vienna,Generali-Arena,15:00,17.54,Y,2h39,2400,29 C,NW 27kmh,sunny,K. Walentynowic,B. Jovanovic,E. Walentynowic,T. Frehar,D. Jurzyk,A. Mazrekaj,H. Romanczyk,SS,1,10,VV42,"V,1,10,H42","3,2,24","PASS:8,X,7,H04 RET:7,H44 OB:","R. Schroeder pass intercepted by E. Edwards at the VV4, E. Edwards return 40 yards to the VV44, out-of-bounds.","H,1,10,H44",pass,NA,1,0,0,3,NA,I,3,V,SS,"INT,1,09:33,58","INT,1,09:19,58",1,0,0:14,INT,1,09:33,VV42,INT,1,09:19,VV42,NA
2022_03_SS_VV,SS,VV,Stuttgart Surge,Vienna Vikings,6/19/2022,Vienna,Generali-Arena,15:00,17.54,Y,2h39,2400,29 C,NW 27kmh,sunny,K. Walentynowic,B. Jovanovic,E. Walentynowic,T. Frehar,D. Jurzyk,A. Mazrekaj,H. Romanczyk,VV,1,10,VV44,"H,1,10,H44","4,1,25",{DRIVE}:09:19,VIENNA VIKINGS drive start at 09:19.,"H,1,10,H44",NA,NA,0,0,0,3,09:19,NA,4,H,VV,"INT,1,09:19,44","PUNT,1,07:51,42",3,-2,1:28,INT,1,09:19,VV44,PUNT,1,07:51,VV42,NA
2022_03_SS_VV,SS,VV,Stuttgart Surge,Vienna Vikings,6/19/2022,Vienna,Generali-Arena,15:00,17.54,Y,2h39,2400,29 C,NW 27kmh,sunny,K. Walentynowic,B. Jovanovic,E. Walentynowic,T. Frehar,D. Jurzyk,A. Mazrekaj,H. Romanczyk,VV,1,10,VV44,"H,1,10,H44","4,2,26","RUSH:6,H46, OB: TACK:33","M. Breuler rush for 2 yards to the VV46, out-of-bounds (B. Wenzler).","H,2,8,H46",rush,NA,1,0,0,3,NA,NA,4,H,VV,"INT,1,09:19,44","PUNT,1,07:51,42",3,-2,1:28,INT,1,09:19,VV44,PUNT,1,07:51,VV42,NA
2022_03_SS_VV,SS,VV,Stuttgart Surge,Vienna Vikings,6/19/2022,Vienna,Generali-Arena,15:00,17.54,Y,2h39,2400,29 C,NW 27kmh,sunny,K. Walentynowic,B. Jovanovic,E. Walentynowic,T. Frehar,D. Jurzyk,A. Mazrekaj,H. Romanczyk,VV,2,8,VV46,"H,2,8,H46","4,3,27","PASS:9,D,4,*","J. Erdmann pass incomplete to J. Bouah, dropped pass.","H,3,8,H46",pass,NA,0,0,0,3,NA,NA,4,H,VV,"INT,1,09:19,44","PUNT,1,07:51,42",3,-2,1:28,INT,1,09:19,VV44,PUNT,1,07:51,VV42,NA
2022_03_SS_VV,SS,VV,Stuttgart Surge,Vienna Vikings,6/19/2022,Vienna,Generali-Arena,15:00,17.54,Y,2h39,2400,29 C,NW 27kmh,sunny,K. Walentynowic,B. Jovanovic,E. Walentynowic,T. Frehar,D. Jurzyk,A. Mazrekaj,H. Romanczyk,VV,3,8,VV46,"H,3,8,H46","4,4,28","PASS:15,S,TM,H42 SACK:30",R. Frey sacked for loss of 4 yards to the VV42 (T. Becker).,"H,4,12,H42",pass,NA,0,0,0,3,NA,NA,4,H,VV,"INT,1,09:19,44","PUNT,1,07:51,42",3,-2,1:28,INT,1,09:19,VV44,PUNT,1,07:51,VV42,NA
2022_03_SS_VV,SS,VV,Stuttgart Surge,Vienna Vikings,6/19/2022,Vienna,Generali-Arena,15:00,17.54,Y,2h39,2400,29 C,NW 27kmh,sunny,K. Walentynowic,B. Jovanovic,E. Walentynowic,T. Frehar,D. Jurzyk,A. Mazrekaj,H. Romanczyk,VV,4,12,VV42,"H,4,12,H42","4,5,29","PUNT:23,V14 RET:2,V23 TACK:27","B. Straight punt 44 yards to the SS14, M. Washington return 9 yards to the SS23 (N. Huszar).","V,1,10,V23",punt,NA,0,0,0,3,NA,NA,4,H,VV,"INT,1,09:19,44","PUNT,1,07:51,42",3,-2,1:28,INT,1,09:19,VV44,PUNT,1,07:51,VV42,NA
2022_03_SS_VV,SS,VV,Stuttgart Surge,Vienna Vikings,6/19/2022,Vienna,Generali-Arena,15:00,17.54,Y,2h39,2400,29 C,NW 27kmh,sunny,K. Walentynowic,B. Jovanovic,E. Walentynowic,T. Frehar,D. Jurzyk,A. Mazrekaj,H. Romanczyk,SS,1,10,SS23,"V,1,10,V23","5,1,30",{DRIVE}:07:51,STUTTGART SURGE drive start at 07:51.,"V,1,10,V23",NA,NA,0,0,0,3,07:51,NA,5,V,SS,"PUNT,1,07:51,23","PUNT,1,06:04,31",3,8,1:47,PUNT,1,07:51,SS23,PUNT,1,06:04,SS31,NA
2022_03_SS_VV,SS,VV,Stuttgart Surge,Vienna Vikings,6/19/2022,Vienna,Generali-Arena,15:00,17.54,Y,2h39,2400,29 C,NW 27kmh,sunny,K. Walentynowic,B. Jovanovic,E. Walentynowic,T. Frehar,D. Jurzyk,A. Mazrekaj,H. Romanczyk,SS,1,10,SS23,"V,1,10,V23","5,2,31","RUSH:23,V27, TACK:32",C. Voumbo rush for 4 yards to the SS27 (L. Horvath).,"V,2,6,V27",rush,NA,0,0,0,3,NA,NA,5,V,SS,"PUNT,1,07:51,23","PUNT,1,06:04,31",3,8,1:47,PUNT,1,07:51,SS23,PUNT,1,06:04,SS31,NA
2022_03_SS_VV,SS,VV,Stuttgart Surge,Vienna Vikings,6/19/2022,Vienna,Generali-Arena,15:00,17.54,Y,2h39,2400,29 C,NW 27kmh,sunny,K. Walentynowic,B. Jovanovic,E. Walentynowic,T. Frehar,D. Jurzyk,A. Mazrekaj,H. Romanczyk,SS,2,6,SS27,"V,2,6,V27","5,3,32","PASS:8,C,17,V31 OB: TACK:7","R. Schroeder pass complete to M. Riedinger for 4 yards to the SS31, out-of-bounds (E. Edwards).","V,3,2,V31",pass,NA,1,0,0,3,NA,NA,5,V,SS,"PUNT,1,07:51,23","PUNT,1,06:04,31",3,8,1:47,PUNT,1,07:51,SS23,PUNT,1,06:04,SS31,NA
2022_03_SS_VV,SS,VV,Stuttgart Surge,Vienna Vikings,6/19/2022,Vienna,Generali-Arena,15:00,17.54,Y,2h39,2400,29 C,NW 27kmh,sunny,K. Walentynowic,B. Jovanovic,E. Walentynowic,T. Frehar,D. Jurzyk,A. Mazrekaj,H. Romanczyk,SS,3,2,SS31,"V,3,2,V31","5,4,33","RUSH:23,V31, TACK:1",C. Voumbo rush for no gain to the SS31 (L. Balogh).,"V,4,2,V31",rush,NA,0,0,0,3,NA,NA,5,V,SS,"PUNT,1,07:51,23","PUNT,1,06:04,31",3,8,1:47,PUNT,1,07:51,SS23,PUNT,1,06:04,SS31,NA
2022_03_SS_VV,SS,VV,Stuttgart Surge,Vienna Vikings,6/19/2022,Vienna,Generali-Arena,15:00,17.54,Y,2h39,2400,29 C,NW 27kmh,sunny,K. Walentynowic,B. Jovanovic,E. Walentynowic,T. Frehar,D. Jurzyk,A. Mazrekaj,H. Romanczyk,SS,4,2,SS31,"V,4,2,V31","5,5,34","PUNT:9,H50 OB:","J. Loria punt 19 yards to the 50 yardline, out-of-bounds.","H,1,10,H50",punt,NA,1,0,0,3,NA,NA,5,V,SS,"PUNT,1,07:51,23","PUNT,1,06:04,31",3,8,1:47,PUNT,1,07:51,SS23,PUNT,1,06:04,SS31,NA
2022_03_SS_VV,SS,VV,Stuttgart Surge,Vienna Vikings,6/19/2022,Vienna,Generali-Arena,15:00,17.54,Y,2h39,2400,29 C,NW 27kmh,sunny,K. Walentynowic,B. Jovanovic,E. Walentynowic,T. Frehar,D. Jurzyk,A. Mazrekaj,H. Romanczyk,VV,1,10,VV50,"H,1,10,H50","6,1,35",{DRIVE}:06:04,VIENNA VIKINGS drive start at 06:04.,"H,1,10,H50",NA,NA,0,0,0,3,06:04,NA,6,H,VV,"PUNT,1,06:04,50","TD,1,01:07,100",11,50,4:57,PUNT,1,06:04,VV50,TD,1,01:07,SS00,1
2022_03_SS_VV,SS,VV,Stuttgart Surge,Vienna Vikings,6/19/2022,Vienna,Generali-Arena,15:00,17.54,Y,2h39,2400,29 C,NW 27kmh,sunny,K. Walentynowic,B. Jovanovic,E. Walentynowic,T. Frehar,D. Jurzyk,A. Mazrekaj,H. Romanczyk,VV,1,10,VV50,"H,1,10,H50","6,2,36","RUSH:13,V42, TACK:25",F. Wegan rush for 8 yards to the SS42 (B. Barnes).,"H,2,2,V42",rush,NA,0,0,0,3,NA,NA,6,H,VV,"PUNT,1,06:04,50","TD,1,01:07,100",11,50,4:57,PUNT,1,06:04,VV50,TD,1,01:07,SS00,1
2022_03_SS_VV,SS,VV,Stuttgart Surge,Vienna Vikings,6/19/2022,Vienna,Generali-Arena,15:00,17.54,Y,2h39,2400,29 C,NW 27kmh,sunny,K. Walentynowic,B. Jovanovic,E. Walentynowic,T. Frehar,D. Jurzyk,A. Mazrekaj,H. Romanczyk,VV,2,2,SS42,"H,2,2,V42","6,3,37","PASS:9,C,4,V30 OB: TACK:2","J. Erdmann pass complete to J. Bouah for 12 yards to the SS30, 1ST DOWN VV, out-of-bounds (M. Washington).","H,1,10,V30",pass,pass,1,0,0,3,NA,NA,6,H,VV,"PUNT,1,06:04,50","TD,1,01:07,100",11,50,4:57,PUNT,1,06:04,VV50,TD,1,01:07,SS00,1
2022_03_SS_VV,SS,VV,Stuttgart Surge,Vienna Vikings,6/19/2022,Vienna,Generali-Arena,15:00,17.54,Y,2h39,2400,29 C,NW 27kmh,sunny,K. Walentynowic,B. Jovanovic,E. Walentynowic,T. Frehar,D. Jurzyk,A. Mazrekaj,H. Romanczyk,VV,1,10,SS30,"H,1,10,V30","6,4,38","RUSH:13,V30,",F. Wegan rush for no gain to the SS30.,"H,2,10,V30",rush,NA,0,0,0,3,NA,NA,6,H,VV,"PUNT,1,06:04,50","TD,1,01:07,100",11,50,4:57,PUNT,1,06:04,VV50,TD,1,01:07,SS00,1
2022_03_SS_VV,SS,VV,Stuttgart Surge,Vienna Vikings,6/19/2022,Vienna,Generali-Arena,15:00,17.54,Y,2h39,2400,29 C,NW 27kmh,sunny,K. Walentynowic,B. Jovanovic,E. Walentynowic,T. Frehar,D. Jurzyk,A. Mazrekaj,H. Romanczyk,VV,2,10,SS30,"H,2,10,V30","6,5,39","PASS:9,I,4,* BRUP:11",J. Erdmann pass incomplete to J. Bouah (R. Lakalaka).,"H,3,10,V30",pass,NA,0,0,0,3,NA,NA,6,H,VV,"PUNT,1,06:04,50","TD,1,01:07,100",11,50,4:57,PUNT,1,06:04,VV50,TD,1,01:07,SS00,1
2022_03_SS_VV,SS,VV,Stuttgart Surge,Vienna Vikings,6/19/2022,Vienna,Generali-Arena,15:00,17.54,Y,2h39,2400,29 C,NW 27kmh,sunny,K. Walentynowic,B. Jovanovic,E. Walentynowic,T. Frehar,D. Jurzyk,A. Mazrekaj,H. Romanczyk,VV,3,10,SS30,"H,3,10,V30","6,6,40","PASS:9,C,8,V21 TACK:2",J. Erdmann pass complete to A. Botella M for 9 yards to the SS21 (M. Washington).,"H,4,1,V21",pass,NA,0,0,0,3,NA,NA,6,H,VV,"PUNT,1,06:04,50","TD,1,01:07,100",11,50,4:57,PUNT,1,06:04,VV50,TD,1,01:07,SS00,1
2022_03_SS_VV,SS,VV,Stuttgart Surge,Vienna Vikings,6/19/2022,Vienna,Generali-Arena,15:00,17.54,Y,2h39,2400,29 C,NW 27kmh,sunny,K. Walentynowic,B. Jovanovic,E. Walentynowic,T. Frehar,D. Jurzyk,A. Mazrekaj,H. Romanczyk,VV,4,1,SS21,"H,4,1,V21","6,7,41",TOUT:V T:03:25,"Timeout Stuttgart Surge, clock 03:25.","H,4,1,V21",NA,NA,0,0,0,3,03:25,NA,6,H,VV,"PUNT,1,06:04,50","TD,1,01:07,100",11,50,4:57,PUNT,1,06:04,VV50,TD,1,01:07,SS00,1
